item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo
21569875,Verchot (1994),Nitrogen biogeochemical cycling in Piedmont vegetated filter zones,1994,1990-1994,http://scholar.google.co.uk/scholar?q=Nitrogen+biogeochemical+cycling+in+Piedmont+vegetated+filter+zones&btnG=&hl=en&as_sdt=0%2C5,Vegetated filter zone,USA,"North Carolina, USA","Oxford Tobacco Research Station, Granville County",36.303719,-78.609979,,Manipulative,1,Not stated,,Field scale,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),Winter wheat-soybean-tobacco,,,,,,,,,,,,,,,,,,,,,Trees,,Other (please specify),"""Principal overstory species on each watershed were sweetgum (Liquidambar styracifua L.), loblolly pine, (Pinus taeda L.) and white oak (Quercus alba, L.). A dense understory of poison ivy (Toxicodendron radicans L.), green briar (Smilax rotundifolia L.) and Virginia creeper (Parthenocissus quinquefolia L.)""",,,,Field edge,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21569883,Vianello (2005),Herbicide losses in runoff events from a field with a low slope: Role of a vegetative filter strip,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Herbicide+losses+in+runoff+events+from+a+field+with+a+low+slope:+Role+of+a+vegetative+filter+strip&btnG=&hl=en&as_sdt=0%2C5,Vegetative filter strip,Italy,Italy,"Padova University Experimental Farm, Po Valley (45 12 N, 11 58 E)",45.199991,11.966609,,Manipulative,2,4,Plot scale,,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""grass and two shrub-tree rows. The grass was Festuca arundinacea Schreber, with regularly alternating shrubs Viburnum opulus L. and trees Platanus hybrida Brot in the rows""",,,Shrubs,"""grass and two shrub-tree rows. The grass was Festuca arundinacea Schreber, with regularly alternating shrubs Viburnum opulus L. and trees Platanus hybrida Brot in the rows""",,,Trees,"""grass and two shrub-tree rows. The grass was Festuca arundinacea Schreber, with regularly alternating shrubs Viburnum opulus L. and trees Platanus hybrida Brot in the rows""",,,,,,,Riparian,,,,,,,,Cut,,,,,,Sown/planted,,,,,,,
21569889,Vidon (2015),Short-term spatial and temporal variability in greenhouse gas fluxes in riparian zones,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Short-term+spatial+and+temporal+variability+in+greenhouse+gas+fluxes+in+riparian+zones&btnG=&hl=en&as_sdt=0%2C5,Riparian zone,USA,"North Carolina, USA",theMiddle Fisher River watershed in Surry County,36.373267,-80.649461,Observational,,<1,Not stated,,Field scale,,,,,,,Q3,,,,,Not described,,,Cropped fields (arable),corn,,,,,,,,,,,,,,,,,,,,,Trees,"Forest, deciduous saplings",Other (please specify),Herbaceous vegetation,,,,,Riparian,,,,,,Soil disturbed,"topsoil removed, soil surface regraded",,,,,,,Sown/planted,,,,,,,
21569893,Vincent (2007),Impact of different land uses on the migration of two herbicides in a silt loam soil: unsaturated soil column displacement studies,2007,2005-2009,http://scholar.google.co.uk/scholar?q=Impact+of+different+land+uses+on+the+migration+of+two+herbicides+in+a+silt+loam+soil:+unsaturated+so&btnG=&hl=en&as_sdt=0%2C5,Grassed strip,France,France,"ARVALIS at La Jailliere (Loire Atlantique), 47 26N, -0 59E",47.451638,-0.966258,Observational,,<1,10,Plot scale,,,,,,,Q2,,,,Conventional,,,,,Cropped fields (arable),Maize-wheat rotation,,,,,,,,,,,,,Grasses,perennial rye grass (Lolium perenne),,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,
21569894,Vischetti (2008),Measures to reduce pesticide spray drift in a small aquatic ecosystem in vineyard estate,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Measures+to+reduce+pesticide+spray+drift+in+a+small+aquatic+ecosystem+in+vineyard+estate&btnG=&hl=en&as_sdt=0%2C5,"Buffer strip, tree row",Italy,Italy,"Piacenza, northern Italy",45.04015,9.686549,Observational,,<1,Not stated,Plot scale,,,,,,,Q2,Q3,,,Conventional,,,,,,,,,Viticulture,,,,,,,,,,,,,,,,,,Trees,,,,Not described,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21569908,Wagner (2008),Managing biosolids runoff phosphorus using buffer strips enhanced with drinking water treatment residuals,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Managing+biosolids+runoff+phosphorus+using+buffer+strips+enhanced+with+drinking+water+treatment+resi&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,USA,"Florida, USA",Not stated,28.545134,-81.726454,,Manipulative,Not stated,Not stated,Plot scale,,,,,,,,,,Not described,,,Not described,,,,,,,,,,,Grassland,Mixed grasses,,,,,Grasses,,,,,,,,,,,,,,,,,Not described,,,,,,,Cut,,,,,,,,,,,,,
21569914,Walton (2009),Habitat management using native flowering perennials to increase beneficial insects in Michigan highbush blueberry,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Habitat+management+using+native+flowering+perennials+to+increase+beneficial+insects+in+Michigan+high&btnG=&hl=en&as_sdt=0%2C5,field border,USA,"Michigan, USA",Michigan,43.302472,-84.555105,Observational,,2,Not stated,,,Farm scale,,,,,,,,Not described,,,Not described,,,,,,,,,Fruit (orchard),Blueberry,,,,,,,Grasses,,Wildflowers,,,,,,,,,,,,,Field edge,,,,,,,,,Cut,,,,,,,,,,,,,
21569915,Walton (2011),Influence of Native Flowering Plant Strips on Natural Enemies and Herbivores in Adjacent Blueberry Fields,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Influence+of+Native+Flowering+Plant+Strips+on+Natural+Enemies+and+Herbivores+in+Adjacent+Blueberry+F&btnG=&hl=en&as_sdt=0%2C5,Flowering plant strip,USA,"Michigan, USA & Ottawa, Canada","Van Buren County (42 24 27.60 N, 86 6 36.86 W and 42 15 28.52 N, 86 13 51.66 W) and Ottawa County (42 53 6.52 N, 86 9 12.86 W and 42 52 13.69 N, 86 7 32.41 W)",multiple,multiple,,Manipulative,2,2,,,Farm scale,,,,,Q2,Q3,,,,Organic,,,,Cropped fields (arable),Blueberry,,,,,,,,,,,,,,,Wildflowers,,,,,,,,,,Not described,,,Field edge,,,,,,,,,Cut,Mown,,,,,Sown/planted,,,,,,,
21569922,Wang (2012),"Nitrate-nitrogen reduction by established tree and pasture buffer strips associated with a cattle feedlot effluent disposal area near Armidale, NSW Australia",2012,2010-2014,http://scholar.google.co.uk/scholar?q=Nitrate-nitrogen+reduction+by+established+tree+and+pasture+buffer+strips+associated+with+a+cattle+fe&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,Australia,"New South Wales, Australia","Tullimba, located 50 km west of Armidale,",-30.482076,151.188311,,Manipulative,4,3,Plot scale,,,,,,Q1,Q2,Q3,Q4,,Conventional,,,Livestock,Liquid effluent disposal area from cattle,,,,,,,,,,,,,,,Grasses,"Festuca arundinacae Schreber, Phalaris aquatica L., Lolium x hybridum Hausskn, Trifolium hirtum All., Trifolium pratense L., Trifolium repens L. and Trifolium subterraneum L",,,,,,,Trees,E. camaldulensis and C. cunninghamiana,,,,,,,,Not described,,,,,Soil disturbed,"Manual hoeing, soiul ploughed and deep-ripped",Cut,"Cut 1-3 times per year, cuttings removed",,,,,Sown/planted,,,,Managed (other),Spray irrigated,,
21569933,Wasilewska (2004),Nematofauna of the shelterbelts in the agricultural landscape,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Nematofauna+of+the+shelterbelts+in+the+agricultural+landscape&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Poland,Poland,General Dezydery Ch_apowski Landscape Park in Turew,52.058832,16.826234,Observational,,<1,6,,Field scale,,,,,,Q2,,,,,Organic,,,,Cropped fields (arable),Maize,,,,,,,,,,,,,,,,,,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569939,Wearing (2011),"Impacts of shelter tree species on the pest status of oystershell scale (Diaspidiotus ostreaeformis Hem: Diaspididae) in Central Otago, and options for integrated pest management",2011,2010-2014,http://scholar.google.co.uk/scholar?q=Impacts+of+shelter+tree+species+on+the+pest+status+of+oystershell+scale+(Diaspidiotus+ostreaeformis+&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,New Zealand,New Zealand,"Clyde Research Centre, Otago",-45.517879,170.143407,Observational,,2,Not stated,Plot scale,,,,,,Q1,Q2,,,,Conventional,,,,,,,,,,,Fruit (orchard),Apple,,,,,,,,,,,,,,,Trees,Alnus incana (L.) Moench,,,,,,,,Not described,,,,,,,,,,,,,,,,,,,Not described,
21569943,Webber (2010),"Livestock grazing and vegetative filter strip buffer effects on runoff sediment, nitrate, and phosphorus losses",2010,2010-2014,"http://scholar.google.co.uk/scholar?q=Livestock+grazing+and+vegetative+filter+strip+buffer+effects+on+runoff+sediment,+nitrate,+and+phosph&btnG=&hl=en&as_sdt=0%2C5",Vegetative buffer,USA,"Iowa, USA","Iowa State University Rhodes Research and Demonstration Farm in southwest Marshall County (41 53.615' N, 93 12.073' W).",41.886778,-93.174446,,Manipulative,3,Not stated,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,Livestock,Paddock,,,,,,,,,,,,,,,Grasses,,,,,,,,Trees,A trace of mixed broadleaf species,,,,,,,,Not described,,,,,,,,,Grazed,Continuous and rotational grazing,,,,,,,,,,
21569945,Webster (1996),Impact of vegetative filter strips on herbicide loss in runoff from soybean (Glycine max),1996,1995-1999,http://scholar.google.co.uk/scholar?q=Impact+of+vegetative+filter+strips+on+herbicide+loss+in+runoff+from+soybean+(Glycine+max)&btnG=&hl=en&as_sdt=0%2C5,Vegetative filter strip,USA,"Mississippi, USA",Black Belt Branch Experi- ment Station near Brooksville,33.418997,-88.804644,,Manipulative,3,2,Plot scale,,,,,,Q1,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),"wheat, soybean",,,,,,,,,,,,,Grasses,Tall fescue,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,
21569947,Wehling (2009),Importance of hedgerows as habitat corridors for forest plants in agricultural landscapes,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Importance+of+hedgerows+as+habitat+corridors+for+forest+plants+in+agricultural+landscapes&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,Germany,Germany,Northwest of Bremen,53.095554,8.540426,Observational,,<1,Various,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569948,Weibel (1998),Habitat use of foraging skylarks (Alauda arvensis L.) in an arable landscape with wild flower strips,1998,1995-1999,http://scholar.google.co.uk/scholar?q=Habitat+use+of+foraging+skylarks+(Alauda+arvensis+L.)+in+an+arable+landscape+with+wild+flower+strips&btnG=&hl=en&as_sdt=0%2C5,Wild flower strip,Switzerland,Switzerland,"Klettgau, Canton Schaffhausen",47.644922,8.425152,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,,,,,,,,,,,,,Not described,"Not specified ""winter cereal farming (wheat and barley 30%, resp. 9%), and other important crops are maize (13%), sugar beet (8%) and oil rape (7%); the area of intensively used grassland is 38 ha (8%): besides that 12 other crop types, including vineyards, set-asides and ecological compensation sites, were cultivated (25%)""",,,Wildflowers,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,,Not described,
21569949,Weigelhofer (2012),Effects of Riparian Forest Buffers on In-Stream Nutrient Retention in Agricultural Catchments,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Effects+of+Riparian+Forest+Buffers+on+In-Stream+Nutrient+Retention+in+Agricultural+Catchments&btnG=&hl=en&as_sdt=0%2C5,Riparian forest buffer,Austria,Austria,"Stronsdorf stream (1617_ E, 4840_ N), Stuetzenhofen stream (1639_ E, 4844_ N), Hipples stream (1624_ E, 4830_ N) and Herbertsbrunn stream (1643_ E, 4840_ N) Weinviertel",48.733243,16.649703,,Manipulative,4,Not stated,,,,Catchment scale,,,,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,Trees,Salix sp. and Alnus glutinosa (L.),,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,
21569954,Werling (2008),Influence of field margins and landscape context on ground beetle diversity in Wisconsin (USA) potato fields,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Influence+of+field+margins+and+landscape+context+on+ground+beetle+diversity+in+Wisconsin+(USA)+potat&btnG=&hl=en&as_sdt=0%2C5,Field margin,USA,"Wisconsin, USA","Central Sands, Wisconsin",44.225216,-89.56461,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),Potato,,,,,,,,,,,,,Grasses,,,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569955,Werling (2010),Local and broadscale landscape structure differentially impact predation of two potato pests,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Local+and+broadscale+landscape+structure+differentially+impact+predation+of+two+potato+pests&btnG=&hl=en&as_sdt=0%2C5,Field margin,USA,"Wisconsin, USA","Adams, Marquette, Portage and Waushara counties",44.070151,-89.215269,Observational,,2,Not stated,,,,,Regional scale,,,Q2,,,,Conventional,,,,,Cropped fields (arable),Potato,,,,,,,,,,,,,,,,,,,,,,,,,Not described,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569959,Westbury (2008),The effects of seed mix and management on the abundance of desirable and pernicious unsown species in arable buffer strip communities,2008,2005-2009,http://scholar.google.co.uk/scholar?q=The+effects+of+seed+mix+and+management+on+the+abundance+of+desirable+and+pernicious+unsown+species+i&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,UK,UK,"Boxworth (52 15 10 N, 0:01 54 W), Gleadthorpe (53 13 28 N, 1 06 45 W), High Mowthorpe (55 08 55 N, 0 49 39 W)",53.216481,-1.106275,,Manipulative,4,4,Plot scale,,Farm scale,,Regional scale,,,Q2,,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,,,,,,,Other (please specify),"1) Grass-only mix, 2) tussock grass and forbs, 3) fine grass and forbs",,,,Field edge,,,,,,,Soil disturbed,Sward scarification,Cut,,,,,,Sown/planted,,Pesticide,Selective graminicide,,,,
21569963,Whittingham (2009),Habitat associations of British breeding farmland birds,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Habitat+associations+of+British+breeding+farmland+birds&btnG=&hl=en&as_sdt=0%2C5,"Hedge, strip",UK,UK, England,52.831319,-1.770154,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,,,Hedgerow,,,,Other (please specify),Boundary strip,,,,,,Not described,,,,,,,,,,,,,,,,,,,Not described,
21569964,Whittingham (2005),Habitat selection by yellowhammersEmberiza citrinellaon lowland farmland at two spatial scales: implications for conservation management,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Habitat+selection+by+yellowhammersEmberiza+citrinellaon+lowland+farmland+at+two+spatial+scales:+impl&btnG=&hl=en&as_sdt=0%2C5,"Hedge, boundary strip",UK,UK,Lowland farmland in England,50.9375,-0.738886,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,,,Hedgerow,,,,Other (please specify),Boundary strip,,,,,,Not described,,,,,,,,,,,,,,,,,,,Not described,
21569982,Winkler (2009),Nectar-providing plants enhance the energetic state of herbivores as well as their parasitoids under field conditions,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Nectar-providing+plants+enhance+the+energetic+state+of+herbivores+as+well+as+their+parasitoids+under&btnG=&hl=en&as_sdt=0%2C5,"Flowering margin, grass strip",The Netherlands,The Netherlands,Wangeningen,51.969452,5.665583,,Manipulative,<1,Not stated,,,,,Regional scale,,,,Q3,,,,,Not described,,,Cropped fields (arable),Brussels sprout ( Brassica oleracea L. gemmifera ),,,,,,,,,,,,,Grasses,Lolium perenne,Wildflowers,"C. jacea , A. graveolens , F. esculentum , or L. maritima .",,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,Managed (other),"Weeded by hand, no insecticides",,
21569988,Wiseman (2014),GROUNDWATER NITRATE CONCENTRATION REDUCTIONS IN A RIPARIAN BUFFER ENROLLED IN THE NC CONSERVATION RESERVE ENHANCEMENT PROGRAM,2014,2010-2014,http://scholar.google.co.uk/scholar?q=GROUNDWATER+NITRATE+CONCENTRATION+REDUCTIONS+IN+A+RIPARIAN+BUFFER+ENROLLED+IN+THE+NC+CONSERVATION+RE&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,USA,"North Carolina, USA","Ruth’s Branch, a small first-order stream that discharged into Fishing Creek, in the Tar-Pamlico watershed",35.547274,-76.96274,Observational,,4,5,,,,Catchment scale,,,Q1,Q2,Q3,Q4,,,,Not described,Livestock,Beef cattle pasture,,,,,,,,,,,,,,,Grasses,"fescue grass (Festuca arundinacea), Japanese Stilt grass (Microstegium vimineum). Switchgrass (Panicum virgatum)",,,,,,,Trees,"Northern Red Oak (Quercus rubra), Loblolly Pine (Pinus taeda), American Sweet Gum (Liquidambar styraciflua),",Other (please specify),roundleaf greenbrier (Smilax rotundifolia L.),,,,,Riparian,,,,,,,,,,,,,,,,,,Managed (other),Fenced,,
21569994,Wolton (2009),Hazel dormouse Muscardinus avellanarius (L.) nest site selection in hedgerows,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Hazel+dormouse+Muscardinus+avellanarius+(L.)+nest+site+selection+in+hedgerows&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,UK,UK,"Locks Park Farm (longitude 48 07 W, latitude 50 48 N) near Hatherleigh, Devon",50.738187,-4.060358,Observational,,3,Not stated,,,Farm scale,,,,,,Q3,Q4,,,,Not described,Livestock,Grazed by cattle and sheep,,,,,,,,,,,,,,,,,,,,,Hedgerow,Bramble Rubus fruticosus Hazel Corylus avellana Grey sallow Salix cinerea Blackthorn Prunus spinosa Field rose Rosa arvensis Pedunculate oak Quercus robur Hawthorn Crataegus monogyna Downy birch Betula pubescens Honeysuckle Lonicera periclymenum Rowan Sorbus aucuparia Ash Fraxinus excelsior Dog-rose Rosa canina Eared sallow Salix aurita Holly Ilex aquifolium Guelder-rose Viburnum opulus Beech Fagus sylvatica Silver birch Betula pendula Elder Sambucus nigra Alder Alnus glutinosa English elm Ulmus procera Goat sallow Salix caprea European gorse Ulex europaeus,,,,,,,,Field edge,,,Unmanaged,,,,,,Cut,,,,,,Sown/planted,Laying of hedge,,,,,,
21569995,Woltz (2012),Landscape structure and habitat management differentially influence insect natural enemies in an agricultural landscape,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Landscape+structure+and+habitat+management+differentially+influence+insect+natural+enemies+in+an+agr&btnG=&hl=en&as_sdt=0%2C5,Field margin,USA,"Michigan, USA",Southern Michigan,41.873918,-84.875257,Observational,,2,Not stated,,Field scale,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,,,,,,,Other (please specify),Buckwheat (Fagopyrum esculentum),,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,
21570001,Woodcock (2007),The importance of sward architectural complexity in structuring predatory and phytophagous invertebrate assemblages,2007,2005-2009,http://scholar.google.co.uk/scholar?q=The+importance+of+sward+architectural+complexity+in+structuring+predatory+and+phytophagous+invertebr&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"Yorkshire (5508´55 _ N, 049´39 _ W), Nottinghamshire (5313´28 _ N, 1:06´45 _ W) and Cambridgeshire (5215´10 _ N, 001´54 _ W).",53.064981,-1.013226,,Manipulative,2,1,Plot scale,,,,,,,Q2,,,,Conventional,,,,,,,,,,,,,,,,,Not described,,Grasses,,,,,,,,,,Other (please specify),Forbs,,,,Field edge,,,,,,,Soil disturbed,Scarification of 60% of soil surface,Cut,,,,,,,,Pesticide,Herbicide (Fusilade Max ™ graminicide (fluazifop-p-butyl)),,,,
21570002,Woodcock (2010),"Impact of habitat type and landscape structure on biomass, species richness and functional diversity of ground beetles",2010,2010-2014,"http://scholar.google.co.uk/scholar?q=Impact+of+habitat+type+and+landscape+structure+on+biomass,+species+richness+and+functional+diversity&btnG=&hl=en&as_sdt=0%2C5",Field margin,UK,UK,"Hillesden Estate, Buckinghamshire (51 57 16 N, 1 00 01 W)",51.79496,-0.822095,,Manipulative,<1,3,Plot scale,Field scale,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""(1) Natural Regeneration (option EF11 of the UK Entry Level Scheme); (2) Tussock Grass margins (EE3); (3) Pollen & Nectar margins (EF4); (4) Wild Bird margins (EF2); (5) Wildflower margins""",Wildflowers,"""(1) Natural Regeneration (option EF11 of the UK Entry Level Scheme); (2) Tussock Grass margins (EE3); (3) Pollen & Nectar margins (EF4); (4) Wild Bird margins (EF2); (5) Wildflower margins""",,,,,,,Other (please specify),"""(1) Natural Regeneration (option EF11 of the UK Entry Level Scheme); (2) Tussock Grass margins (EE3); (3) Pollen & Nectar margins (EF4); (4) Wild Bird margins (EF2); (5) Wildflower margins""",,,,Field edge,,,Unmanaged,,,,,,,,,,,,Sown/planted,,,,,,,
21570003,Woodcock (2005),Establishing field margins to promote beetle conservation in arable farms,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Establishing+field+margins+to+promote+beetle+conservation+in+arable+farms&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"High Mowthorpe, Yorkshire (55 08 55 N, 0 49 39 W)",54.03269,-0.721447,,Manipulative,<1,1,Plot scale,,,,,,,Q2,,,,Conventional,,,,,Cropped fields (arable),"Wheat, barley, potatoes",,,,,,,,,,,,,Grasses,Country Stewardship seed mixture versus tussock grass and forbs mix versus fine grass and forbs mix,,,,,,,,,Other (please specify),Country Stewardship seed mixture versus tussock grass and forbs mix versus fine grass and forbs mix,,,,Field edge,,,,,,,,,Cut,,,,,,Sown/planted,,,,,,,
21570004,Woodcock (2008),Effects of seed mixture and management on beetle assemblages of arable field margins,2008,2005-2009,http://scholar.google.co.uk/scholar?q=Effects+of+seed+mixture+and+management+on+beetle+assemblages+of+arable+field+margins&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"High Mowthorpe, Yorkshire (55 08 55N, 0 49 39 W), Gleadthorpe, Nottinghamshire (53 13 28 N, 1 06 45 W), and Boxworth, Cambridgeshire (52 15 10 N, 0 01 54 W)",54.07648,-0.655089,,Manipulative,5,5,Plot scale,,Farm scale,,Regional scale,,,Q2,,,,Conventional,,,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""(1) grass only (GO); (2) tussock grass and forbs (TG); (3) fine grass and forbs seed mixture (FG)""",,,,,,,,,Other (please specify),"""(1) grass only (GO); (2) tussock grass and forbs (TG); (3) fine grass and forbs seed mixture (FG)""",,,,Field edge,,,,,,,,,Cut,,,,,,,,,,,,,
