"","article_id","region","title","authors","hazard","response","sdgs","actor"
"1624",7851173," Europe","Improving a pavement-watering method on the basis of pavement surface temperature measurements","Hendel, M.; Colombert, M.; Diab, Y.; Royon, L."," Increased frequency and intensity of extreme heat"," Technological/infrastructural"," Health & wellbeing"," Local government"
"1625",7851174," Asia","Exploring relationship between social inequality and adaptations to climate change: evidence from urban household surveys in the Yangtze River delta, China","Tan, Y; Liu, XC; Hugo, G"," General climate impacts|||Sea level rise","Behavioural/cultural"," No information or not assessed2"," Individuals or households"
"1626",7851176," Europe","From Risk Governance to City-Citizen Collaboration: Capitalizing on individual adaptation to climate change","Wamsler, C"," Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| General climate impacts"," Technological/infrastructural||| Ecosystem-based||| Institutional|||Behavioural/cultural"," Sustainable cities & communities"," Local government||| Individuals or households"
"1627",7851177," Asia","Factors contributing to business actions in response to climate change in Korea","Kang, JE; Yoon, DK; Rhee, J"," General climate impacts"," Institutional|||Behavioural/cultural"," No information or not assessed2||| Health & wellbeing||| Work and economic growth"," Private sector corporations||| Private sector SMEs"
"1628",7851178," Europe","Assessing the economy-wide effects of climate change adaptation options of land transport systems in Austria","Bachner, G"," Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| Other1"," Technological/infrastructural"," No information or not assessed2"," Other"
"1629",7851181,"","Measuring climatic impacts on energy consumption: A review of the empirical literature","Auffhammer, M; Mansur, ET"," General climate impacts","Behavioural/cultural"," Sustainable cities & communities"," Individuals or households"
"1630",7851183,"Africa","Local level climate justice? Adaptation finance and vulnerability reduction","Barrett, S"," General climate impacts||| Drought||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| Precipitation variability"," Institutional|||Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Consumption & production||| Food security||| Terrestrial & freshwater ecosystem services|||Poverty||| Education||| Health & wellbeing||| Clean water & sanitation||| Energy security"," Individuals or households||| Civil Society- sub-national or local||| Local government"
"1631",7851184," Asia","Discovering and characterizing farm households' resilience under water scarcity","Maleksaeidi, H; Karami, E; Zamani, GH; Rezaei-Moghaddam, K; Hayati, D; Masoudi, M"," General climate impacts||| No information or not assessed1"," Institutional||| Technological/infrastructural|||Behavioural/cultural"," Clean water & sanitation||| No information or not assessed2"," Individuals or households"
"1632",7851185,"Africa||| Asia","Managing risk, changing aspirations and household dynamics: Implications for wellbeing and adaptation in semi-arid Africa and India","Rao, N.; Singh, C.; Solomon, D.; Camfield, L.; Sidiki, R.; Angula, M.; Poonacha, P.; Sidib, A.; Lawson, E.T."," Increased frequency and intensity of extreme heat||| Drought||| Precipitation variability","Behavioural/cultural||| Institutional"," Food security||| Health & wellbeing||| Gender equality|||Poverty||| Sustainable cities & communities"," Individuals or households"
"1633",7851189,"Africa||| Asia","Social protection as a strategy to address climate-induced migration","Schwan, S; Yu, XH"," Other1||| General climate impacts"," Technological/infrastructural||| Institutional"," Food security||| Work and economic growth|||Poverty||| Consumption & production"," National government"
"1634",7851190," Asia","When is migration a maladaptive response to climate change?","Jacobson, C; Crevello, S; Chea, C; Jarihani, B"," General climate impacts||| Drought||| Other1||| Extreme precipitation and inland flooding||| Precipitation variability","Behavioural/cultural"," Food security||| Work and economic growth|||Poverty"," Individuals or households"
"1635",7851191," Asia","Linking Coastal Disasters and Migration: A Case Study of Kutubdia Island, Bangladesh","Rahman, MK; Paul, BK; Curtis, A; Schmidlin, TW"," Extreme precipitation and inland flooding||| Other1|||Sea level rise","Behavioural/cultural"," Other2||| Consumption & production||| Clean water & sanitation|||Poverty||| Sustainable cities & communities||| Marine & coastal ecosystem services||| Education"," Individuals or households"
"1636",7851192," Central and South America||| North America","Social solidarity, collective identity, resilient communities: Two case studies from the rural U.S. and Uruguay","Leap, B.; Thompson, D."," Other1||| General climate impacts||| Drought"," Technological/infrastructural|||Behavioural/cultural||| Institutional"," Industry/innovation/technology||| Work and economic growth||| Peace justice & strong institutions||| Sustainable cities & communities"," Individuals or households||| Private sector SMEs||| Local government||| Civil Society- sub-national or local"
"1637",7851193," Australasia||| South Island States","Transformations for Resilient Rural Futures: The Case of Kaikura, Aotearoa-New Zealand","Cradock-Henry, NA; Fountain, J; Buelow, F"," Drought||| Other1","Behavioural/cultural||| Institutional"," Food security||| Work and economic growth||| Consumption & production"," Private sector SMEs||| Individuals or households||| Civil Society- sub-national or local||| Civil Society- international/multinational/national||| Other||| Local government"
"1638",7851194,"Africa||| Central and South America||| Asia","Climate-adaptive community water management for food security: Experiences from the UNDP community water initiative","Chen, S.; Davis, K."," General climate impacts||| Other1||| Drought||| Extreme precipitation and inland flooding||| Precipitation variability"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," Food security||| Sustainable cities & communities|||Poverty||| Clean water & sanitation||| Work and economic growth"," Civil Society- sub-national or local|||International or multinational governance institutions||| Local government||| Individuals or households||| Other"
"1639",7851197," Australasia","Voluntary relocation as an adaptation strategy to extreme weather events","King, D; Bird, D; Haynes, K; Boon, H; Cottrell, A; Millar, J; Okada, T; Box, P; Keogh, D; Thomas, M"," General climate impacts","Behavioural/cultural||| Institutional"," Sustainable cities & communities||| Other2"," Individuals or households||| Local government||| Sub-national government"
"1640",7851200," Asia","Climate change-induced heat risks for migrant populations working at brick kilns in India: a transdisciplinary approach","Lundgren-Kownacki, K; Kjellberg, SM; Gooch, P; Dabaieh, M; Anandh, L; Venugopal, V"," Other1||| Increased frequency and intensity of extreme heat||| Drought||| Extreme precipitation and inland flooding"," Technological/infrastructural|||Behavioural/cultural||| Institutional"," Food security||| Health & wellbeing|||Poverty"," Individuals or households||| Other"
"1641",7851202," Asia","Health-risk perception and its mediating effect on protective behavioral adaptation to heat waves","Ban, J; Shi, WY; Cui, LL; Liu, X; Jiang, C; Han, LY; Wang, R; Li, TT"," Increased frequency and intensity of extreme heat","Behavioural/cultural||| Technological/infrastructural"," Health & wellbeing"," Individuals or households"
"1642",7851205," Asia","Socio-Economic Impact of and Adaptation to Extreme Heat and Cold of Farmers in the Food Bowl of Nepal","Budhathoki, NK; Zander, KK"," Other1||| Increased frequency and intensity of extreme heat","Behavioural/cultural||| Institutional"," Health & wellbeing||| Work and economic growth"," Other||| Local government||| Individuals or households"
"1643",7851206,"","National-level progress on adaptation","Lesnikowski, A; Ford, J; Biesbroek, R; Berrang-Ford, L; Heymann, SJ"," General climate impacts"," Institutional"," No information or not assessed2"," Local government||| National government||| Sub-national government"
"1644",7851207," Asia","Exploring community risk perceptions of climate change - A case study of a flood-prone urban area of Taiwan","Chiang, YC"," Extreme precipitation and inland flooding||| Precipitation variability||| Drought","Behavioural/cultural||| Technological/infrastructural"," Health & wellbeing||| Clean water & sanitation||| Sustainable cities & communities||| Other2"," Sub-national government||| Local government||| Individuals or households"
"1645",7851210," Europe||| North America","Intergovernmental relations for public health adaptation to climate change in the federalist states of Canada and Germany","Austin, SE; Ford, JD; Berrang-Ford, L; Biesbroek, R; Tosun, J; Ross, NA"," General climate impacts||| Increased frequency and intensity of extreme heat"," Institutional"," Health & wellbeing||| Inequalities (Other than gender)"," Civil Society- sub-national or local||| National government||| Local government||| Other||| Sub-national government"
